"Time (s)","X (m/s^2)","Y (m/s^2)","Z (m/s^2)"
3.108704250E0,-1.206940155E0,-7.968828735E0,-2.173779602E0
3.118768250E0,-1.093775482E0,-8.381221161E0,-2.044747925E0
3.128832250E0,-9.514215088E-1,-8.536897430E0,-1.827699280E0
3.138895250E0,-8.538244629E-1,-8.474028168E0,-1.627565460E0
3.148959250E0,-7.803273010E-1,-8.240364075E0,-1.450633392E0
3.159022250E0,-7.235952759E-1,-7.986641693E0,-1.305884399E0
3.169086250E0,-6.994953918E-1,-7.921976166E0,-1.241368561E0
3.179150250E0,-8.753796387E-1,-7.951764221E0,-1.191073151E0
3.189213250E0,-1.127006378E0,-8.046068115E0,-8.653504944E-1
3.199277250E0,-1.523831177E0,-8.153095551E0,-3.975732422E-1
3.209340250E0,-1.838177490E0,-8.283624115E0,1.939965820E-1
3.219404250E0,-2.062261505E0,-8.549770660E0,5.131329346E-1
3.229468250E0,-2.279160461E0,-8.699309692E0,1.540296936E-1
3.239531250E0,-2.316882019E0,-8.728349304E0,-5.746549988E-1
3.249595250E0,-2.255509644E0,-8.666677551E0,-1.398691406E0
3.259658250E0,-2.041754150E0,-8.168663177E0,-1.860032043E0
3.269722250E0,-1.719923401E0,-7.562274170E0,-1.702409821E0
3.279786250E0,-1.513802032E0,-6.992858276E0,-1.204245758E0
3.289849250E0,-1.635199585E0,-6.698420563E0,-4.794529724E-1
3.299913250E0,-2.222877502E0,-6.628665619E0,2.902464294E-1
3.309977250E0,-3.093167725E0,-6.847360840E0,1.020727386E0
3.320040250E0,-3.948040009E0,-7.291636963E0,1.259929962E0
3.330104250E0,-4.655468903E0,-7.985144806E0,1.171763306E0
3.340167250E0,-5.309608612E0,-8.950786743E0,1.054407349E0
3.350231250E0,-5.920937347E0,-9.960137787E0,8.482859802E-1
3.360295250E0,-6.402635651E0,-1.088102280E1,6.809339905E-1
3.370358250E0,-6.677913208E0,-1.160027710E1,7.652087402E-1
3.380422250E0,-6.699318695E0,-1.192180847E1,1.044976959E0
3.390485250E0,-6.209986267E0,-1.167811523E1,1.245410156E0
3.400549250E0,-4.969366150E0,-1.086829926E1,1.141376495E0
3.410613250E0,-3.766317902E0,-1.012778915E1,1.223405914E0
3.420676250E0,-3.184328156E0,-9.649683380E0,1.750609589E0
3.430740250E0,-2.923420715E0,-9.276659088E0,2.389331360E0
