"Time (s)","X (rad/s)","Y (rad/s)","Z (rad/s)"
3.009121042E0,-5.421981812E-1,3.116282821E-1,-6.782303452E-1
3.019078042E0,-5.226145387E-1,3.226809502E-1,-6.979048252E-1
3.029035042E0,-5.215623379E-1,3.021426499E-1,-6.922189593E-1
3.038992042E0,-5.318252444E-1,2.532905042E-1,-6.712461710E-1
3.048949042E0,-5.310009718E-1,1.853250414E-1,-6.567212939E-1
3.058906042E0,-5.399315953E-1,1.272927225E-1,-6.350699663E-1
3.068863042E0,-5.478563309E-1,1.135350987E-1,-6.069821119E-1
3.078820042E0,-5.512889624E-1,1.165172234E-1,-5.809775591E-1
3.088777042E0,-5.444507599E-1,1.191095412E-1,-5.572136045E-1
3.098735042E0,-5.444945693E-1,1.367029548E-1,-5.331858993E-1
3.108692042E0,-5.455313325E-1,1.573674828E-1,-5.035438538E-1
3.118649042E0,-5.353689194E-1,1.592255086E-1,-4.810447991E-1
3.128606042E0,-5.004979968E-1,1.488812566E-1,-4.581075311E-1
3.138563042E0,-4.517208338E-1,1.067148000E-1,-4.391959012E-1
3.148520042E0,-3.976959586E-1,7.653079927E-2,-4.118505418E-1
3.158477042E0,-3.477219045E-1,3.937387094E-2,-3.784955442E-1
3.168434042E0,-3.105777204E-1,1.092997938E-2,-3.478670716E-1
3.178391042E0,-2.903142571E-1,-1.229598187E-2,-3.043408990E-1
3.188348042E0,-2.780874074E-1,9.431252256E-4,-2.628903985E-1
3.198305042E0,-2.625739276E-1,8.458726108E-3,-2.305760980E-1
3.208262042E0,-2.472330481E-1,1.686307136E-3,-2.047615349E-1
3.218219042E0,-2.120128125E-1,-8.175316267E-3,-1.785556078E-1
3.228176042E0,-1.681396365E-1,-1.813290641E-3,-1.457009912E-1
3.238133042E0,-1.174709201E-1,3.556799609E-3,-1.153438762E-1
3.248090042E0,-6.867462397E-2,1.348266751E-2,-7.271385938E-2
3.258047042E0,-1.249360852E-2,8.626747876E-3,-1.481953543E-2
3.268003500E0,5.001743883E-2,-5.178281572E-3,5.062019080E-2
3.277960500E0,1.159556434E-1,-3.117333539E-2,1.169945747E-1
3.287917500E0,1.846971512E-1,-5.227728933E-2,1.880013645E-1
3.297874500E0,2.459428906E-1,-6.293219328E-2,2.574915886E-1
3.307831500E0,2.983981073E-1,-5.102679506E-2,3.281798661E-1
3.317788500E0,3.416159749E-1,-3.135102987E-2,3.941628933E-1
3.327745500E0,3.852300346E-1,-3.076300398E-2,4.504677057E-1
3.337702500E0,4.185012281E-1,-3.146328405E-2,5.018138885E-1
3.347659500E0,4.412036240E-1,-3.537227213E-2,5.404430628E-1
3.357616500E0,4.647414982E-1,-4.284174740E-2,5.677474737E-1
3.367573500E0,5.008568764E-1,-3.914660960E-2,5.702471137E-1
3.377530500E0,5.457473993E-1,-2.365875989E-2,5.591383576E-1
3.387487500E0,5.750794411E-1,-5.876834970E-3,5.484508276E-1
3.397444500E0,5.894176960E-1,9.942503646E-3,5.318554044E-1
3.407401500E0,5.923138857E-1,2.299385704E-2,5.240342617E-1
3.417358500E0,5.970061421E-1,3.783807531E-2,5.299666524E-1
3.427315500E0,6.095795035E-1,5.310996994E-2,5.537747741E-1
3.437272500E0,6.095215678E-1,8.131745458E-2,5.829102993E-1
3.447229500E0,6.020269394E-1,1.188794822E-1,6.159952879E-1
3.457186500E0,6.035220027E-1,1.306834370E-1,6.364362240E-1
3.467143500E0,6.129080057E-1,9.282047302E-2,6.452022791E-1
3.477100500E0,6.208420396E-1,2.691755816E-2,6.415271163E-1
3.487057500E0,6.231136918E-1,-4.889997467E-2,6.291530132E-1
3.497014500E0,6.246265173E-1,-1.260689050E-1,6.269464493E-1
3.506972500E0,6.092352867E-1,-2.025005668E-1,6.260553598E-1
3.516929500E0,5.877534151E-1,-2.226867229E-1,6.408475041E-1
3.526886500E0,5.500180125E-1,-2.324328274E-1,6.333384514E-1
3.536843500E0,4.905598164E-1,-2.308554202E-1,6.083569527E-1
3.546800500E0,4.390636086E-1,-2.466988415E-1,5.660681129E-1
3.556757500E0,4.193364382E-1,-3.008441031E-1,4.987148643E-1
3.566714500E0,4.177038968E-1,-3.488689065E-1,4.280412495E-1
3.576671500E0,4.312500060E-1,-3.690180182E-1,3.688362539E-1
3.586628500E0,4.186939895E-1,-3.919462264E-1,3.065321147E-1
3.596585500E0,4.089172781E-1,-3.443502784E-1,2.996642888E-1
3.606542500E0,3.759422898E-1,-3.710993230E-1,3.007316887E-1
3.616499500E0,3.137923479E-1,-3.752850294E-1,3.015066683E-1
3.626456500E0,2.420036346E-1,-3.688761294E-1,2.876195014E-1
3.636413500E0,1.722074598E-1,-3.454093039E-1,2.605085969E-1
3.646370500E0,1.154818684E-1,-2.595332861E-1,2.231737375E-1
3.656327500E0,6.559109688E-2,-1.530566216E-1,1.643349528E-1
3.666284500E0,2.558867447E-3,-4.313890636E-2,9.312762320E-2
3.676241500E0,-7.130185515E-2,6.644219905E-2,4.295136407E-2
3.686198500E0,-1.429467499E-1,1.552767307E-1,-2.769111469E-2
3.696155500E0,-1.704636812E-1,1.634968668E-1,-9.494916350E-2
3.706112500E0,-1.989501864E-1,1.723385602E-1,-1.457076818E-1
3.716069500E0,-2.558289170E-1,2.266848385E-1,-1.801522672E-1
