"Time (s)","X (rad/s)","Y (rad/s)","Z (rad/s)"
3.322201750E0,1.500049829E0,3.988429159E-2,1.405116796E0
3.332158750E0,1.449752688E0,4.775173962E-2,1.407926083E0
3.342115750E0,1.391447902E0,9.458675981E-3,1.371330857E0
3.352072750E0,1.326155663E0,4.333985038E-3,1.347332954E0
3.362029750E0,1.288860798E0,2.574340254E-2,1.350975633E0
3.371986750E0,1.313271523E0,2.558092214E-2,1.400775790E0
3.381943750E0,1.294361472E0,1.293970644E-1,1.462107301E0
3.391901750E0,1.295018315E0,2.064760029E-1,1.522200823E0
3.401858750E0,1.314728618E0,2.556395233E-1,1.575361252E0
3.411815750E0,1.351410270E0,2.920081317E-1,1.558734059E0
3.421772750E0,1.374933720E0,2.542503774E-1,1.538133621E0
3.431729750E0,1.376667619E0,2.210559696E-1,1.565832496E0
3.441686750E0,1.436395645E0,2.079649419E-1,1.591242790E0
3.451643750E0,1.545397282E0,2.630119622E-1,1.567364097E0
3.461600750E0,1.663933516E0,2.668157518E-1,1.474668980E0
3.471557750E0,1.802691221E0,1.755375415E-1,1.464157343E0
3.481515750E0,1.921212554E0,3.464914113E-2,1.501065254E0
3.491472750E0,2.003465176E0,-6.447452307E-2,1.521152496E0
3.501429750E0,2.014987707E0,-1.373103708E-1,1.528776050E0
3.511386750E0,1.911357164E0,-1.614700258E-1,1.502642632E0
3.521343750E0,1.768258095E0,-2.593230903E-1,1.435599923E0
3.531300750E0,1.649209857E0,-4.506264031E-1,1.328844786E0
3.541257750E0,1.530583620E0,-5.673961639E-1,1.196138620E0
3.551214750E0,1.413216233E0,-5.506113768E-1,1.076992869E0
3.561171750E0,1.281631827E0,-4.540989101E-1,9.707260728E-1
3.571129750E0,1.150124788E0,-2.993276417E-1,8.903527260E-1
3.581086750E0,1.026194096E0,-1.425103396E-1,8.151274920E-1
3.591043750E0,9.115258455E-1,-1.262690034E-2,7.453157902E-1
3.601000750E0,7.802788615E-1,1.511125453E-2,6.738503575E-1
3.610957750E0,6.331609488E-1,-3.571015224E-2,6.186202168E-1
