,X (m/s^2),Y (m/s^2),Z (m/s^2),X (rad/s),Y (rad/s),Z (rad/s),Subject,Activity
2584,-7.690707092,1.868264923,12.57939102,-0.07109121978,-0.4908779263,-0.06611357629,2,Pushups
2585,-6.223158875,1.113235016,12.22432938,-0.1086733714,-0.4125492573,-0.1651415825,2,Pushups
2586,-5.051994324,0.3851490784,11.52154083,-0.2162176669,-0.2643467188,-0.2650724351,2,Pushups
2587,-4.235142975,0.005388793945,10.62700104,-0.3379217386,-0.04050272703,-0.3544920683,2,Pushups
2588,-3.819457397,-0.01407073975,9.83574646,-0.4255967438,0.2586485744,-0.4366287589,2,Pushups
2589,-3.940405884,0.170944519,9.309590607,-0.4693357944,0.5504339337,-0.4962938726,2,Pushups
2590,-4.546794891,0.3616479492,8.891959076,-0.4857795238,0.7276744843,-0.5253449678,2,Pushups
2591,-5.310057678,0.4724176025,8.356522522,-0.4644396603,0.6852909327,-0.5413942337,2,Pushups
2592,-6.12541214,0.6023474121,7.864645386,-0.4114232957,0.4712335169,-0.5305942893,2,Pushups
2593,-6.873406677,0.8845106506,7.488477631,-0.3730530441,0.2551676333,-0.5004858971,2,Pushups
2594,-7.21125412,1.317111053,7.144193573,-0.3911686838,0.1772845536,-0.4608159959,2,Pushups
2595,-6.87894516,1.810634766,6.802304535,-0.4742022455,0.1669715643,-0.4457678199,2,Pushups
2596,-6.059249725,2.147883453,6.385571136,-0.5791822076,0.1851060987,-0.450427562,2,Pushups
2597,-5.274431763,2.088906097,5.987399139,-0.6247541308,0.1931984276,-0.4382825494,2,Pushups
2598,-4.796625366,1.697619781,6.02946167,-0.5864120722,0.1545753926,-0.390947789,2,Pushups
2599,-4.607418823,1.05545517,6.561006317,-0.5098900199,0.1026829705,-0.3608684242,2,Pushups
2600,-4.423601074,0.3797602844,7.210206299,-0.469990015,0.06548953056,-0.3654578328,2,Pushups
2601,-4.27076889,-0.3957769775,7.509883118,-0.4790170193,0.03359356523,-0.3444023728,2,Pushups
2602,-4.357588348,-1.05306015,7.404502258,-0.5158202648,0.002342702821,-0.3211359382,2,Pushups
2603,-4.285288696,-1.170715485,7.21245163,-0.5526557565,0.03365443647,-0.2998481691,2,Pushups
2604,-4.192332001,-0.8026309204,6.875352631,-0.5724039078,0.08246218413,-0.2754248679,2,Pushups
2605,-4.413122864,-0.4698728943,6.368207245,-0.5797352791,0.09824763238,-0.267118305,2,Pushups
2606,-4.82072525,-0.5914201355,5.878575439,-0.562189281,0.07608000934,-0.3023527265,2,Pushups
2607,-5.194647675,-1.11622879,5.51932251,-0.5366773009,0.0520580709,-0.3603489697,2,Pushups
2608,-5.434299316,-1.763183441,5.339396667,-0.5054416656,0.06389289349,-0.4272244275,2,Pushups
2609,-5.569168854,-2.277663574,5.244044952,-0.4658025503,0.06977529824,-0.4650427997,2,Pushups
2610,-5.565276947,-2.433040466,5.162314911,-0.4283475876,0.04774615541,-0.4576029778,2,Pushups
2611,-5.467530212,-2.112856293,5.043761444,-0.4064939916,0.01574818417,-0.4145286083,2,Pushups
2612,-5.197342072,-1.338217163,4.747826843,-0.3723093867,-0.04773251712,-0.3379760385,2,Pushups
