"Time (s)","X (m/s^2)","Y (m/s^2)","Z (m/s^2)"
2.827667667E0,-1.176553345E0,-1.030756531E0,-1.510658569E0
2.837624667E0,-1.883982239E0,-1.129551086E0,-1.700014801E0
2.847581667E0,-3.107388153E0,-1.868414612E0,-1.797611847E0
2.857539667E0,-3.804039459E0,-3.211122437E0,-1.762135620E0
2.867496667E0,-3.428769836E0,-4.913681946E0,-1.857187958E0
2.877453667E0,-1.727258148E0,-7.056625671E0,-2.366878052E0
2.887410667E0,9.563612366E-1,-9.495803375E0,-1.365161133E0
2.897367667E0,2.728226624E0,-1.228450424E1,2.264191589E0
2.907325667E0,2.444416809E0,-1.597507965E1,2.382745056E0
2.917282667E0,1.688039703E0,-1.792507462E1,1.682201843E0
2.927239667E0,2.242187347E0,-1.837249420E1,1.905088348E0
2.937196667E0,2.141895905E0,-1.878338974E1,2.722388763E0
2.947153667E0,1.936223602E0,-1.904459656E1,2.640059967E0
2.957110667E0,1.666933594E0,-1.895149017E1,2.651585999E0
2.967068667E0,2.432441711E0,-1.825229416E1,2.093396759E0
2.977025667E0,3.724704437E0,-1.836291412E1,7.075785828E-1
2.986982667E0,3.915707245E0,-1.957135117E1,1.519340515E-1
2.996939667E0,2.385439453E0,-2.077649506E1,1.239422607E-1
3.006896667E0,7.450007629E-1,-2.203073685E1,3.567082214E-1
3.016854667E0,-6.991960144E-1,-2.230975662E1,5.719606018E-1
3.026811667E0,-1.785187683E0,-2.069296875E1,9.659413147E-1
3.036768667E0,-1.985471191E0,-1.846649872E1,1.536554718E0
3.046725667E0,-1.904190216E0,-1.699490891E1,2.057770844E0
3.056682667E0,-1.971250763E0,-1.612461868E1,1.944755859E0
3.066639667E0,-2.248923340E0,-1.545536041E1,1.108744354E0
3.076597667E0,-2.074535980E0,-1.439990524E1,5.770500183E-1
3.086554667E0,-1.740430756E0,-1.306662781E1,9.136999512E-1
3.096511667E0,-1.871408386E0,-1.209454926E1,1.069226532E0
3.106468667E0,-2.006726990E0,-1.124132355E1,5.260061646E-1
3.116425667E0,-2.051034851E0,-1.004156845E1,-1.658551025E-1
3.126383667E0,-1.805844727E0,-8.377029877E0,-2.406994629E-1
