"Time (s)","X (m/s^2)","Y (m/s^2)","Z (m/s^2)"
3.652971458E0,-4.550088043E0,-1.488983643E1,2.242037659E0
3.663034458E0,-5.535488892E0,-2.317046677E1,4.634362793E0
3.673098458E0,-5.329666901E0,-3.468826538E1,6.188131714E0
3.683162458E0,-2.816243591E0,-5.081228531E1,9.997709656E-1
3.693225458E0,2.258503418E0,-5.968927551E1,-1.707499237E0
3.703289458E0,5.475014648E0,-5.277500381E1,7.108717346E0
3.713353458E0,6.016438751E0,-3.775733322E1,5.563480682E0
3.723417458E0,5.835315399E0,-2.449865479E1,-9.210346985E-1
3.733480458E0,5.091512146E0,-1.748214569E1,-1.499731293E0
3.743544458E0,3.966302032E0,-1.370190674E1,-1.003962250E0
3.753608458E0,2.871329041E0,-1.120255417E1,-1.809137878E0
3.763672458E0,1.698218536E0,-9.385033722E0,-2.827021179E0
3.773735458E0,4.885839844E-1,-7.929460602E0,-3.534749451E0
3.783799458E0,-4.249662781E-1,-6.795568542E0,-3.185375977E0
3.793863458E0,-9.190887451E-1,-5.768254852E0,-2.117047577E0
3.803926458E0,-1.318458252E0,-4.600982208E0,-1.505718842E0
3.813990458E0,-1.460363159E0,-3.168161774E0,-1.356179810E0
3.824054458E0,-1.301393738E0,-1.617536316E0,-9.904902649E-1
3.834118458E0,-8.900491333E-1,-1.823208618E-1,-2.424957275E-2
3.844181458E0,-4.002676392E-1,1.075064392E0,1.106349335E0
3.854245458E0,8.382568359E-2,2.129172363E0,1.602118378E0
3.864309458E0,4.441264343E-1,2.823728027E0,9.352551270E-1
3.874373458E0,8.604107666E-1,3.084934845E0,-2.366578674E-1
3.884436458E0,1.276395721E0,2.890788574E0,-1.356778564E0
3.894500458E0,1.670675812E0,2.157014465E0,-2.166744232E0
3.904564458E0,1.739083557E0,7.198530579E-1,-2.690804443E0
3.914627458E0,1.338067474E0,-7.307803345E-1,-2.706521759E0
3.924691458E0,1.113684082E0,-1.192420349E0,-1.859283600E0
