"Time (s)","X (rad/s)","Y (rad/s)","Z (rad/s)"
2.289780917E0,2.902325392E-1,-5.652464628E-1,1.735657007E-1
2.299843917E0,3.634244502E-1,-2.938607335E-1,7.554138452E-2
2.309907917E0,4.716518819E-1,-7.225369662E-2,1.147116814E-2
2.319970917E0,5.669621825E-1,5.125545710E-2,-1.496123895E-2
2.330033917E0,5.864764452E-1,5.636344850E-2,-8.424903266E-3
2.340097917E0,4.923422635E-1,-3.289852291E-2,3.895007074E-2
2.350160917E0,3.198101521E-1,-1.327467263E-1,1.371935010E-1
2.360223917E0,1.815524250E-1,-1.570803076E-1,2.232895046E-1
2.370287917E0,1.197199076E-1,-1.310643703E-1,2.455678135E-1
2.380350917E0,1.587906033E-1,-6.087703258E-2,2.063602209E-1
2.390413917E0,2.465284914E-1,3.215748817E-2,1.281134635E-1
2.400477917E0,3.027779162E-1,1.472979188E-1,5.038246140E-2
2.410540917E0,2.866578698E-1,2.534818947E-1,3.415368497E-3
2.420604917E0,1.228502989E-1,1.382405162E-1,-2.108624578E-2
2.430667917E0,-1.372433901E-1,-1.319933236E-1,1.644007862E-2
2.440730917E0,4.289389402E-2,2.822398245E-1,6.781751662E-2
2.450794917E0,4.969966039E-2,1.820496470E-1,-4.444048181E-2
2.460857917E0,-1.453098841E-2,4.617881961E-3,-1.142547131E-1
2.470920917E0,-1.563151367E-3,5.952260271E-2,-1.351305842E-1
2.480984917E0,-6.703318562E-3,1.055300385E-1,-1.880947351E-1
2.491047917E0,-3.718716279E-2,1.677733213E-1,-2.451447248E-1
2.501111917E0,-8.098763973E-2,2.575524747E-1,-2.698716521E-1
2.511174917E0,-1.385502070E-1,2.912903428E-1,-2.686561644E-1
2.521237917E0,-1.982894391E-1,2.771422863E-1,-2.599816918E-1
2.531301917E0,-2.560193241E-1,2.200484723E-1,-2.419501841E-1
2.541364917E0,-3.071613312E-1,1.403413862E-1,-2.315156460E-1
2.551427917E0,-3.383663893E-1,7.148634642E-2,-2.429427952E-1
2.561491917E0,-3.487519324E-1,3.149711341E-2,-2.555786967E-1
2.571554917E0,-3.564609587E-1,-4.995469935E-3,-2.610106766E-1
2.581617917E0,-3.734969199E-1,-3.639413789E-2,-2.571616173E-1
2.591681917E0,-4.019531310E-1,-5.103025585E-2,-2.408040613E-1
2.601744917E0,-4.417141080E-1,-1.964810118E-2,-2.206037194E-1
2.611808917E0,-4.668785930E-1,4.484651238E-2,-2.123452872E-1
2.621871917E0,-4.832887352E-1,9.784128517E-2,-2.105204910E-1
2.631934917E0,-4.945381880E-1,1.328865290E-1,-2.173159122E-1
2.641998917E0,-5.030544996E-1,1.463666558E-1,-2.325132489E-1
2.652061917E0,-5.146929622E-1,1.397839785E-1,-2.548765540E-1
2.662124917E0,-5.145233274E-1,1.292738318E-1,-2.721545994E-1
2.672188917E0,-4.988889992E-1,1.075676382E-1,-2.843398452E-1
2.682251917E0,-4.715085030E-1,1.062493771E-1,-2.948398888E-1
2.692314917E0,-4.506082833E-1,1.303550601E-1,-3.027082384E-1
2.702378917E0,-4.578174651E-1,2.032098174E-1,-3.076508045E-1
2.712441917E0,-4.829443395E-1,2.972458303E-1,-3.033200800E-1
2.722505917E0,-5.146402121E-1,3.650645614E-1,-2.931039333E-1
2.732568917E0,-5.556095243E-1,3.794763088E-1,-2.707882822E-1
2.742631917E0,-5.983012915E-1,3.507386744E-1,-2.492134869E-1
2.752695917E0,-6.147617698E-1,3.003314435E-1,-2.294936031E-1
2.762758917E0,-6.003303528E-1,2.451379746E-1,-2.196761221E-1
2.772821917E0,-5.509159565E-1,1.828262210E-1,-2.249639779E-1
2.782885917E0,-5.018495917E-1,1.234025806E-1,-2.426204681E-1
2.792948917E0,-4.771858156E-1,1.227135211E-1,-2.581309974E-1
2.803012917E0,-4.846911430E-1,1.908472925E-1,-2.873722315E-1
2.813075917E0,-5.007390976E-1,2.761005759E-1,-3.124758303E-1
2.823138917E0,-5.154536366E-1,3.469997942E-1,-3.256997764E-1
2.833202917E0,-5.213934779E-1,3.802840412E-1,-3.281117678E-1
2.843265917E0,-5.195835829E-1,3.925702572E-1,-3.244701624E-1
2.853328917E0,-5.073860288E-1,3.864735067E-1,-3.052141964E-1
2.863392917E0,-4.822474420E-1,3.531720340E-1,-2.700239718E-1
2.873455917E0,-4.542840123E-1,2.886578739E-1,-2.263227105E-1
2.883519917E0,-4.076523185E-1,2.046383321E-1,-1.851979047E-1
2.893582917E0,-3.507434428E-1,1.219887584E-1,-1.395937204E-1
2.903645917E0,-2.937832177E-1,5.439586192E-2,-9.562332928E-2
2.913709917E0,-2.309129536E-1,1.028156281E-2,-5.508523062E-2
2.923772917E0,-1.699044555E-1,-1.805447042E-2,-2.750419825E-2
2.933835917E0,-1.091378182E-1,-3.008287027E-2,-3.067382611E-3
2.943899917E0,-5.617047474E-2,-3.545606509E-2,1.889543980E-2
2.953962917E0,7.005769294E-4,-2.775587887E-2,4.399131611E-2
2.964025917E0,4.838554189E-2,-1.737700775E-2,7.166342437E-2
2.974089917E0,8.645861596E-2,-3.469582181E-3,8.866576105E-2
2.984152917E0,1.160966679E-1,1.803863980E-2,9.169483930E-2
2.994216917E0,1.442516148E-1,6.252674758E-2,8.627717197E-2
3.004279917E0,1.872147918E-1,1.276430339E-1,8.294750005E-2
3.014342917E0,2.528963387E-1,1.844362766E-1,8.688472211E-2
3.024406917E0,3.311964869E-1,2.040440589E-1,1.046653166E-1
3.034469917E0,4.136506319E-1,1.827879250E-1,1.385074109E-1
3.044532917E0,4.863994122E-1,1.380819678E-1,1.867151558E-1
3.054596917E0,5.175750852E-1,7.166808099E-2,2.446391881E-1
3.064659917E0,5.134024620E-1,-1.113385521E-2,3.148302734E-1
3.074723917E0,4.812448025E-1,-7.993075252E-2,3.770548999E-1
3.084786917E0,4.494722188E-1,-1.440194547E-1,4.074924588E-1
3.094849917E0,3.968407214E-1,-2.320309877E-1,4.069998860E-1
3.104913917E0,3.383209705E-1,-3.398661017E-1,3.805229962E-1
3.114976917E0,2.972254455E-1,-4.450827241E-1,3.308062553E-1
3.125039917E0,3.058892488E-1,-5.152868032E-1,2.763560712E-1
3.135103917E0,3.714024127E-1,-5.195703506E-1,2.113166004E-1
3.145166917E0,4.779323339E-1,-4.275861084E-1,1.537667662E-1
3.155230917E0,5.923665762E-1,-2.389811575E-1,1.060145572E-1
3.165293917E0,6.563823223E-1,-1.747673750E-2,6.668712199E-2
3.175356917E0,6.506730318E-1,1.695965230E-1,4.929351807E-2
3.185420917E0,5.892677307E-1,2.937246263E-1,5.790777877E-2
3.195483917E0,5.165548921E-1,3.084219992E-1,1.060414538E-1
3.205546917E0,4.746905267E-1,1.771255136E-1,1.842587590E-1
3.215610917E0,4.762420654E-1,-4.704156518E-2,2.673962116E-1
3.225673500E0,5.011566877E-1,-2.715894580E-1,3.260158598E-1
3.235736500E0,5.268179178E-1,-3.849051595E-1,3.513385952E-1
3.245800500E0,5.456542373E-1,-3.896090984E-1,3.749997318E-1
3.255863500E0,5.731313825E-1,-3.834546208E-1,4.014332592E-1
3.265927500E0,5.937165618E-1,-4.212275743E-1,4.139178991E-1
3.275990500E0,5.744571090E-1,-4.580036700E-1,4.222820401E-1
3.286053500E0,5.043280721E-1,-4.555474222E-1,4.355365932E-1
3.296117500E0,4.075623155E-1,-4.376848936E-1,4.374929667E-1
3.306180500E0,3.212205172E-1,-4.235213995E-1,4.296270311E-1
3.316243500E0,2.868342996E-1,-4.204997718E-1,4.093095064E-1
3.326307500E0,3.435857296E-1,-4.137574434E-1,3.567085862E-1
3.336370500E0,4.568455219E-1,-4.045777917E-1,2.732273042E-1
3.346434500E0,5.493879318E-1,-3.355997801E-1,1.871499121E-1
3.356497500E0,5.763771534E-1,-1.824304163E-1,1.357212365E-1
3.366560500E0,5.236306190E-1,4.551728256E-3,1.135405675E-1
3.376624500E0,4.291539192E-1,1.503978521E-1,1.162827462E-1
3.386687500E0,3.344079852E-1,2.103256285E-1,1.434334069E-1
