"Time (s)","X (m/s^2)","Y (m/s^2)","Z (m/s^2)"
3.629466500E0,-6.622827759E0,1.917961578E0,9.587562561E0
3.639529500E0,-6.324647827E0,1.817370758E0,9.415869598E0
3.649592500E0,-6.094276886E0,1.577868805E0,9.285341034E0
3.659656500E0,-5.881569214E0,1.312919769E0,9.266929321E0
3.669719500E0,-5.672603760E0,1.107546844E0,9.341474304E0
3.679782500E0,-5.552403717E0,1.003662872E0,9.490713959E0
3.689846500E0,-5.472170563E0,9.830058289E-1,9.657018127E0
3.699909500E0,-5.395679626E0,9.699829102E-1,9.781259766E0
3.709973500E0,-5.300627289E0,8.915460205E-1,9.747130737E0
3.720036500E0,-5.235363007E0,7.574249268E-1,9.526639252E0
3.730099500E0,-5.236111450E0,6.409671021E-1,9.233848114E0
3.740163500E0,-5.304369507E0,5.424719238E-1,8.985364838E0
3.750226500E0,-5.462889862E0,4.358935547E-1,8.781189423E0
3.760289500E0,-5.619613953E0,3.790118408E-1,8.504414978E0
3.770353500E0,-5.813011780E0,3.779640198E-1,8.182733917E0
3.780416500E0,-5.992638245E0,4.299060059E-1,7.963439941E0
3.790480500E0,-6.069278870E0,5.607339478E-1,7.894134064E0
3.800543500E0,-6.007307739E0,7.152127075E-1,7.904013519E0
3.810606500E0,-5.774990845E0,7.342231750E-1,7.894283752E0
3.820670500E0,-5.482948151E0,5.477110291E-1,7.770042114E0
3.830733500E0,-5.227429504E0,2.896476746E-1,7.606582031E0
3.840796500E0,-5.026996307E0,5.104385376E-2,7.531737671E0
3.850860500E0,-4.909490662E0,-1.579216003E-1,7.530091095E0
3.860923500E0,-4.919220428E0,-3.499722290E-1,7.582931213E0
3.870986500E0,-5.051994324E0,-5.643264771E-1,7.616162109E0
3.881050500E0,-5.217550049E0,-7.029382324E-1,7.619904327E0
3.891113500E0,-5.269192657E0,-6.457571411E-1,7.505841522E0
3.901177500E0,-5.156177673E0,-4.067042542E-1,7.313042450E0
3.911240500E0,-4.963827667E0,-1.505868530E-1,7.129224701E0
3.921303500E0,-4.817432098E0,-5.044509888E-2,6.913672943E0
3.931367500E0,-4.681365051E0,-1.938468933E-1,6.682104492E0
3.941430500E0,-4.539310455E0,-4.808001709E-1,6.508315887E0
3.951493500E0,-4.393663330E0,-7.641609192E-1,6.373446350E0
3.961557500E0,-4.235592041E0,-9.273216248E-1,6.211782532E0
3.971620500E0,-4.122277679E0,-9.741741943E-1,6.049370270E0
3.981684500E0,-3.996688843E0,-8.918453979E-1,5.851332092E0
3.991747500E0,-3.810176697E0,-6.982978821E-1,5.671406250E0
4.001810500E0,-3.571123810E0,-4.257147217E-1,5.541326752E0
4.011874500E0,-3.355122986E0,-1.637594604E-1,5.403164062E0
4.021937500E0,-3.196003876E0,5.239105225E-2,5.252427521E0
4.032000500E0,-3.120261383E0,1.386117554E-1,5.081333313E0
4.042064500E0,-3.108286285E0,1.212478638E-1,4.896318054E0
4.052127500E0,-3.148402863E0,6.810836792E-2,4.703968048E0
4.062191500E0,-3.247945862E0,6.137237549E-3,4.543202362E0
